SEDE,FACULTAD,CARRERA,OBSERVACIONES,OBSERVACIONES,TEXTO_TOKEN,LEMMA,SENTIMIENTO,SCORE,TOPIC,name_topic
SEDE 1,FACULTAD 5,LICENCIATURA 23,"deben hacer algo con las limitaciones de acceso,  ya que en ciberseguridad necesitamos acceso de administrador para hacer algunas pruebas y no lo permiten las computadoras por bloqueos del servidor.","deben hacer algo con las limitaciones de acceso,  ya que en ciberseguridad necesitamos acceso de administrador para hacer algunas pruebas y no lo permiten las computadoras por bloqueos del servidor.","['deben', 'hacer', 'limitaciones', 'acceso', 'ciberseguridad', 'necesitamos', 'acceso', 'administrador', 'hacer', 'pruebas', 'permiten', 'computadoras', 'bloqueos', 'servidor']","['limitación', 'acceso', 'ciberseguridad', 'necesitar', 'acceso', 'administrador', 'prueba', 'permitir', 'computadora', 'bloqueo', 'servidor']",Positivo,51.44%,7,acceso
SEDE 4,FACULTAD 3,LICENCIATURA 08,Deben hacer un Centro de copiado en el centro regional ,Deben hacer un Centro de copiado en el centro regional ,"['deben', 'hacer', 'centro', 'copiado', 'centro', 'regional']","['centro', 'copiado', 'centro', 'regional']",Positivo,82.49%,7,acceso
SEDE 1,FACULTAD 3,LICENCIATURA 08,Deben incluir mas salones de estudio,Deben incluir mas salones de estudio,"['deben', 'incluir', 'mas', 'salones', 'estudio']","['incluir', 'salón', 'estudio']",Positivo,37.50%,6,estudio
SEDE 1,FACULTAD 3,POSTGRADO 22,Deben ser más atentos a ayudar y no actuar como si hicieran un favor,Deben ser más atentos a ayudar y no actuar como si hicieran un favor,"['deben', 'ser', 'atentos', 'ayudar', 'actuar', 'hicieran', 'favor']","['atento', 'ayudar', 'actuar', 'hacer', 'favor']",Positivo,56.23%,5,centro
SEDE 1,FACULTAD 5,INGENIERIA 23,Deben tener más personal en las oficinas administrativas,Deben tener más personal en las oficinas administrativas,"['deben', 'tener', 'personal', 'oficinas', 'administrativas']","['personal', 'oficina', 'administrativo']",Positivo,70.83%,5,centro
SEDE 1,FACULTAD 4,LICENCIATURA 15,"Deben tener un área de computadoras para usos de estudiantes sin computadoras, un área de Impresion después de las 5 de la tarde, ya que los del turno de la noche no tienen donde imprimir","Deben tener un área de computadoras para usos de estudiantes sin computadoras, un área de Impresion después de las 5 de la tarde, ya que los del turno de la noche no tienen donde imprimir","['deben', 'tener', 'área', 'computadoras', 'usos', 'estudiantes', 'computadoras', 'área', 'impresion', 'después', 'tarde', 'turno', 'noche', 'imprimir']","['área', 'computadora', 'uso', 'estudiante', 'computadora', 'área', 'impresion', 'turno', 'noche', 'imprimir']",Positivo,89.05%,7,acceso
SEDE 1,FACULTAD 5,LICENCIATURA 21,"deberán ampliar los estacionamientos y tener mejor iluminación en especial, en las noches","deberán ampliar los estacionamientos y tener mejor iluminación en especial, en las noches","['deberán', 'ampliar', 'estacionamientos', 'tener', 'mejor', 'iluminación', 'especial', 'noches']","['deber', 'ampliar', 'estacionamiento', 'iluminación', 'especial', 'noches']",Positivo,61.89%,5,centro
SEDE 1,FACULTAD 4,INGENIERIA 20,deberia a ver mas seguridad cerca de la institucion,deberia a ver mas seguridad cerca de la institucion,"['deberia', 'ver', 'mas', 'seguridad', 'cerca', 'institucion']","['deberio', 'seguridad', 'cerca', 'institucion']",Positivo,78.12%,5,centro
SEDE 2,FACULTAD 1,LICENCIATURA 03,Deberia aver mas variedad por lo menos en la cafeteriaa,Deberia aver mas variedad por lo menos en la cafeteriaa,"['deberia', 'aver', 'mas', 'variedad', 'menos', 'cafeteriaa']","['deberio', 'aver', 'variedad', 'cafeteriaa']",Positivo,70.83%,0,variedad
SEDE 7,FACULTAD 2,LICENCIATURA 06,Debería de haber más variedad en la cafetería,Debería de haber más variedad en la cafetería,"['debería', 'haber', 'variedad', 'cafetería']","['deber', 'variedad', 'cafetería']",Positivo,78.12%,0,variedad
SEDE 1,FACULTAD 5,INGENIERIA 23,"Debería de tener más variedad la cafetería, siento que se quedan bastantes cortos y solo el kiosko de ---- esta completo (pero no aceptan tarjeta)","Debería de tener más variedad la cafetería, siento que se quedan bastantes cortos y solo el kiosko de ---- esta completo (pero no aceptan tarjeta)","['debería', 'tener', 'variedad', 'cafetería', 'siento', 'quedan', 'bastantes', 'cortos', 'solo', 'kiosko', 'completo', 'aceptan', 'tarjeta']","['deber', 'variedad', 'cafetería', 'sentir', 'quedar', 'bastante', 'corto', 'kiosko', 'completo', 'aceptar', 'tarjeta']",Positivo,65.95%,0,variedad
SEDE 2,FACULTAD 1,LICENCIATURA 03,Debería haber algún área al aire libre para descansar.,Debería haber algún área al aire libre para descansar.,"['debería', 'haber', 'algún', 'área', 'aire', 'libre', 'descansar']","['deber', 'área', 'aire', 'libre', 'descansar']",Positivo,85.40%,6,estudio
SEDE 1,FACULTAD 2,INGENIERIA 12,Deberia haber algun tipo de cuidado con los estudiantes cuando estan en la parada ya que he visto como nos roban al subir los buses,Deberia haber algun tipo de cuidado con los estudiantes cuando estan en la parada ya que he visto como nos roban al subir los buses,"['deberia', 'haber', 'algun', 'tipo', 'cuidado', 'estudiantes', 'estan', 'parada', 'visto', 'roban', 'subir', 'buses']","['deberio', 'algun', 'tipo', 'cuidado', 'estudiante', 'parada', 'visto', 'robar', 'subir', 'bus']",Positivo,41.25%,5,centro
SEDE 8,FACULTAD 3,LICENCIATURA 08,Debería haber comida variada y más sana en la cafetería,Debería haber comida variada y más sana en la cafetería,"['debería', 'haber', 'comida', 'variada', 'sana', 'cafetería']","['deber', 'comida', 'variado', 'sano', 'cafetería']",Positivo,82.50%,0,variedad
SEDE 7,FACULTAD 3,LICENCIATURA 08,Debería haber espacio donde se pueda práctica deportw,Debería haber espacio donde se pueda práctica deportw,"['debería', 'haber', 'espacio', 'pueda', 'práctica', 'deportw']","['deber', 'espacio', 'práctico', 'deportw']",Positivo,65.11%,2,
SEDE 1,FACULTAD 3,LICENCIATURA 10,Debería haber más buses para las vueltas a San Miguelito,Debería haber más buses para las vueltas a San Miguelito,"['debería', 'haber', 'buses', 'vueltas', 'san', 'miguelito']","['deber', 'bus', 'vuelta', 'san', 'miguelito']",Positivo,70.79%,3,wifi
SEDE 8,FACULTAD 3,LICENCIATURA 08,Debería haber más opciones a materias virtuales,Debería haber más opciones a materias virtuales,"['debería', 'haber', 'opciones', 'materias', 'virtuales']","['deber', 'opción', 'materia', 'virtual']",Positivo,82.49%,0,variedad
SEDE 1,FACULTAD 1,LICENCIATURA 04,Debería haber mas personal en la cafetería,Debería haber mas personal en la cafetería,"['debería', 'haber', 'mas', 'personal', 'cafetería']","['deber', 'personal', 'cafetería']",Positivo,50.85%,0,variedad
SEDE 1,FACULTAD 5,INGENIERIA 23,"Debería haber más salones de estudio, ya que hay días en donde no hay espacio para estudiar.","Debería haber más salones de estudio, ya que hay días en donde no hay espacio para estudiar.","['debería', 'haber', 'salones', 'estudio', 'días', 'espacio', 'estudiar']","['deber', 'salón', 'estudio', 'espacio', 'estudiar']",Positivo,82.48%,6,estudio
SEDE 1,FACULTAD 3,INGENIERIA 15,Debería haber más seguridad en las paradas de buses de la universidad,Debería haber más seguridad en las paradas de buses de la universidad,"['debería', 'haber', 'seguridad', 'paradas', 'buses', 'universidad']","['deber', 'seguridad', 'parada', 'bús', 'universidad']",Positivo,59.67%,4,
SEDE 1,FACULTAD 1,LICENCIATURA 04,"DEBERIA HABER MAS SEGURIDADAD EN EL CAMPUS EN GENERAL, NO SOLO EN LOS edificioS.","DEBERIA HABER MAS SEGURIDADAD EN EL CAMPUS EN GENERAL, NO SOLO EN LOS edificioS.","['deberia', 'haber', 'mas', 'seguridadad', 'campus', 'general', 'solo', 'edificios']","['deberio', 'seguridadad', 'campus', 'general', 'edificio']",Positivo,63.93%,5,centro
SEDE 7,FACULTAD 5,INGENIERIA 25,Debería haber más variedad en la cafetería,Debería haber más variedad en la cafetería,"['debería', 'haber', 'variedad', 'cafetería']","['deber', 'variedad', 'cafetería']",Positivo,78.12%,0,variedad
SEDE 8,FACULTAD 2,INGENIERIA 08,Debería haber mayor seguimiento con las clases de los profesores.,Debería haber mayor seguimiento con las clases de los profesores.,"['debería', 'haber', 'mayor', 'seguimiento', 'clases', 'profesores']","['deber', 'seguimiento', 'clase', 'profesor']",Positivo,70.79%,3,wifi
SEDE 1,FACULTAD 5,LICENCIATURA 27,DEBERIA HABER TRANSPORTE A LA TERMINAR,DEBERIA HABER TRANSPORTE A LA TERMINAR,"['deberia', 'haber', 'transporte', 'terminar']","['deberio', 'transporte', 'terminar']",Positivo,70.81%,5,centro
SEDE 1,FACULTAD 1,LICENCIATURA 01,Debería haber un bus del campus central que viaje hacia ----,Debería haber un bus del campus central que viaje hacia ----,"['debería', 'haber', 'bus', 'campus', 'central', 'viaje', 'hacia']","['deber', 'bus', 'campus', 'central', 'viaje']",Positivo,48.80%,7,acceso
SEDE 1,FACULTAD 1,INGENIERIA 04,Debería haber un centro de impresiones.,Debería haber un centro de impresiones.,"['debería', 'haber', 'centro', 'impresiones']","['deber', 'centro', 'impresión']",Positivo,78.11%,7,acceso
SEDE 1,FACULTAD 1,LICENCIATURA 02,Debería haber una cafetería más cerca o dentro del ----.,Debería haber una cafetería más cerca o dentro del ----.,"['debería', 'haber', 'cafetería', 'cerca', 'dentro']","['deber', 'cafeteer', 'cerca']",Positivo,52.13%,0,variedad
SEDE 1,FACULTAD 5,LICENCIATURA 22,Debería haber una opción de no aplica,Debería haber una opción de no aplica,"['debería', 'haber', 'opción', 'aplica']","['deber', 'opción', 'aplico']",Positivo,70.82%,0,variedad
SEDE 7,FACULTAD 3,LICENCIATURA 09,"Debería haber variedad en las cafeterías de los centros regionales, no siempre esperar a comer lo mismo. No somos reos de cárcel.","Debería haber variedad en las cafeterías de los centros regionales, no siempre esperar a comer lo mismo. No somos reos de cárcel.","['debería', 'haber', 'variedad', 'cafeterías', 'centros', 'regionales', 'siempre', 'esperar', 'comer', 'mismo', 'reos', 'cárcel']","['deber', 'variedad', 'cafetería', 'centro', 'regional', 'esperar', 'comer', 'reo', 'cárcel']",Positivo,50.13%,0,variedad
SEDE 1,FACULTAD 3,LICENCIATURA 10,Debería hacer un puente que conectara el ---- con el los otros edificios cerca de el.,Debería hacer un puente que conectara el ---- con el los otros edificios cerca de el.,"['debería', 'hacer', 'puente', 'conectara', 'edificios', 'cerca']","['deber', 'puente', 'conectar', 'edificio', 'cerca']",Positivo,67.59%,4,
SEDE 7,FACULTAD 3,LICENCIATURA 10,Deberíamos tener acceso a la información,Deberíamos tener acceso a la información,"['deberíamos', 'tener', 'acceso', 'información']","['debeer', 'acceso', 'información']",Positivo,70.82%,7,acceso
SEDE 1,FACULTAD 1,LICENCIATURA 02,"Deberíamos tener dentro del campus mas centros de copiado e impresiones, para no tener que salir de la universidad a los centros de copiado aledaños.","Deberíamos tener dentro del campus mas centros de copiado e impresiones, para no tener que salir de la universidad a los centros de copiado aledaños.","['deberíamos', 'tener', 'dentro', 'campus', 'mas', 'centros', 'copiado', 'impresiones', 'tener', 'salir', 'universidad', 'centros', 'copiado', 'aledaños']","['debeer', 'campus', 'centro', 'copiado', 'impresión', 'salir', 'universidad', 'centro', 'copiado', 'aledaño']",Positivo,90.27%,7,acceso
SEDE 6,FACULTAD 1,LICENCIATURA 05,Deberiamos tener un centro de copiado,Deberiamos tener un centro de copiado,"['deberiamos', 'tener', 'centro', 'copiado']","['deberiam tú', 'centro', 'copiado']",Positivo,70.82%,7,acceso
SEDE 1,FACULTAD 5,INGENIERIA 23,Deberían ampliar el rango de la red WIFI en los edificios o poner mas redes en lugares estratégicos.,Deberían ampliar el rango de la red WIFI en los edificios o poner mas redes en lugares estratégicos.,"['deberían', 'ampliar', 'rango', 'red', 'wifi', 'edificios', 'poner', 'mas', 'redes', 'lugares', 'estratégicos']","['deber', 'ampliar', 'ranguir', 'red', 'wifi', 'edificio', 'red', 'lugar', 'estratégico']",Positivo,89.06%,3,wifi
SEDE 1,FACULTAD 3,INGENIERIA 28,Deberían arreglar los centros regionales permitiría que estudiáramos cerca de nuestros hogares,Deberían arreglar los centros regionales permitiría que estudiáramos cerca de nuestros hogares,"['deberían', 'arreglar', 'centros', 'regionales', 'permitiría', 'estudiáramos', 'cerca', 'hogares']","['deber', 'arreglar', 'centro', 'regional', 'permitir', 'estudiáramos', 'cerca', 'hogar']",Positivo,63.89%,5,centro
SEDE 1,FACULTAD 5,LICENCIATURA 27,"Deberían aumentar la distancia del wifi, ya que en algunos lugares de la universidad no llega","Deberían aumentar la distancia del wifi, ya que en algunos lugares de la universidad no llega","['deberían', 'aumentar', 'distancia', 'wifi', 'lugares', 'universidad', 'llega']","['deber', 'aumentar', 'distancia', 'wifi', 'lugares', 'universidad', 'llegar']",Positivo,47.26%,3,wifi
SEDE 7,FACULTAD 1,LICENCIATURA 02,Deberían aver mas somas de descanso,Deberían aver mas somas de descanso,"['deberían', 'aver', 'mas', 'somas', 'descanso']","['deber', 'aver', 'soma', 'descanso']",Positivo,70.81%,2,
SEDE 1,FACULTAD 5,LICENCIATURA 21,"deberían cambiar el nombre de la universidad, ¿tecnológica? de eso no hay nada, ni la máquina de recarga de metro bus en ---- la veo funcionando. Pagar la matrícula presencial es una enorme molest","deberían cambiar el nombre de la universidad, ¿tecnológica? de eso no hay nada, ni la máquina de recarga de metro bus en ---- la veo funcionando. Pagar la matrícula presencial es una enorme molest","['deberían', 'cambiar', 'nombre', 'universidad', 'tecnológica', 'máquina', 'recarga', 'metro', 'bus', 'veo', 'funcionando', 'pagar', 'matrícula', 'presencial', 'enorme', 'molest']","['deber', 'cambiar', 'nombre', 'universidad', 'tecnológico', 'máquina', 'recargo', 'metro', 'bus', 'ver', 'funcionar', 'pagar', 'matrícula', 'presencial', 'enorme', 'molest']",Positivo,34.91%,7,acceso
SEDE 1,FACULTAD 1,LICENCIATURA 02,Deberían colocar un centro de fotocopiado en el ----.,Deberían colocar un centro de fotocopiado en el ----.,"['deberían', 'colocar', 'centro', 'fotocopiado']","['deber', 'colocar', 'centro', 'fotocopiado']",Positivo,62.12%,7,acceso
SEDE 1,FACULTAD 4,INGENIERIA 20,Deberían de colocar un salón 24/7 en cada departamento (----) para facilitar la distribución de tiempo y comodidad a la hora de realizar cualquier actividad.,Deberían de colocar un salón 24/7 en cada departamento (----) para facilitar la distribución de tiempo y comodidad a la hora de realizar cualquier actividad.,"['deberían', 'colocar', 'salón', 'cada', 'departamento', 'facilitar', 'distribución', 'tiempo', 'comodidad', 'hora', 'realizar', 'cualquier', 'actividad']","['deber', 'colocar', 'salón', 'departamento', 'facilitar', 'distribución', 'tiempo', 'comodidad', 'hora', 'actividad']",Positivo,85.40%,2,
SEDE 3,FACULTAD 1,POSTGRADO 17,Deberían de existir opciones virtuales respecto a tomar cursos en el centro de lenguas,Deberían de existir opciones virtuales respecto a tomar cursos en el centro de lenguas,"['deberían', 'existir', 'opciones', 'virtuales', 'respecto', 'tomar', 'cursos', 'centro', 'lenguas']","['deber', 'existir', 'opción', 'virtual', 'tomar', 'curso', 'centro', 'lengua']",Positivo,45.58%,0,variedad
SEDE 1,FACULTAD 2,INGENIERIA 08,Deberían de hacer una cafetería en el edificio nuevo,Deberían de hacer una cafetería en el edificio nuevo,"['deberían', 'hacer', 'cafetería', 'edificio', 'nuevo']","['deber', 'cafetería', 'edificio']",Positivo,51.46%,0,variedad
SEDE 1,FACULTAD 4,TÉCNICO 01,Deberían de poner mas transporte porque cuando vienen los profesores de fit no hay buses o ciertos días los buses están demasiados llenos y muchos no contamos con carro,Deberían de poner mas transporte porque cuando vienen los profesores de fit no hay buses o ciertos días los buses están demasiados llenos y muchos no contamos con carro,"['deberían', 'poner', 'mas', 'transporte', 'vienen', 'profesores', 'fit', 'buses', 'ciertos', 'días', 'buses', 'demasiados', 'llenos', 'contamos', 'carro']","['deber', 'transporte', 'venir', 'profesor', 'fit', 'bús', 'bus', 'demasiado', 'lleno', 'contar', 'carro']",Positivo,46.47%,2,
SEDE 7,FACULTAD 3,LICENCIATURA 08,Deberían de poner proyectores fijos en todos los salones,Deberían de poner proyectores fijos en todos los salones,"['deberían', 'poner', 'proyectores', 'fijos', 'salones']","['deber', 'proyector', 'fijo', 'salón']",Positivo,70.76%,4,
SEDE 1,FACULTAD 5,LICENCIATURA 23,Deberían en el centro de lenguas poner cursos virtuales de inglés que es algo fundamental,Deberían en el centro de lenguas poner cursos virtuales de inglés que es algo fundamental,"['deberían', 'centro', 'lenguas', 'poner', 'cursos', 'virtuales', 'inglés', 'fundamental']","['deber', 'centro', 'lengua', 'curso', 'virtual', 'inglés', 'fundamental']",Positivo,51.42%,5,centro
SEDE 1,FACULTAD 3,LICENCIATURA 11,"Deberían haber espacios de descanso para los estudiantes, se puede trabajar muy bien si existiera un ambiente como tal en la universidad ya que ayuda mucho a enfocarse.","Deberían haber espacios de descanso para los estudiantes, se puede trabajar muy bien si existiera un ambiente como tal en la universidad ya que ayuda mucho a enfocarse.","['deberían', 'haber', 'espacios', 'descanso', 'estudiantes', 'puede', 'trabajar', 'bien', 'existiera', 'ambiente', 'tal', 'universidad', 'ayuda', 'enfocarse']","['deber', 'espacio', 'descanso', 'estudiant', 'trabajar', 'existierar', 'ambiente', 'universidad', 'ayudar', 'enfocar él']",Positivo,87.49%,2,
SEDE 1,FACULTAD 1,LICENCIATURA 01,Deberían haber más clases virtuales,Deberían haber más clases virtuales,"['deberían', 'haber', 'clases', 'virtuales']","['deber', 'clase', 'virtual']",Positivo,70.81%,0,variedad
SEDE 6,FACULTAD 2,TÉCNICO 05,Deberían haber más salones de estudios,Deberían haber más salones de estudios,"['deberían', 'haber', 'salones', 'estudios']","['deber', 'salón', 'estudio']",Positivo,70.78%,6,estudio
SEDE 6,FACULTAD 1,LICENCIATURA 03,Deberían haber tutorías gratuitas para todos los estudiantes los fines de semana,Deberían haber tutorías gratuitas para todos los estudiantes los fines de semana,"['deberían', 'haber', 'tutorías', 'gratuitas', 'estudiantes', 'fines', 'semana']","['deber', 'tutoría', 'gratuito', 'estudiante', 'fines', 'semana']",Positivo,70.80%,7,acceso
SEDE 1,FACULTAD 1,INGENIERIA 01,Deberían habilitar el ---- para el estudio en tiempo de semestrales ya que el salón 24/7 no tiene el espacio suficiente para todas las carreras,Deberían habilitar el ---- para el estudio en tiempo de semestrales ya que el salón 24/7 no tiene el espacio suficiente para todas las carreras,"['deberían', 'habilitar', 'estudio', 'tiempo', 'semestrales', 'salón', 'espacio', 'suficiente', 'todas', 'carreras']","['deber', 'habilitar', 'estudio', 'tiempo', 'semestral', 'salón', 'espacio', 'suficiente', 'carrera']",Positivo,48.45%,6,estudio
SEDE 1,FACULTAD 2,INGENIERIA 08,Deberían habilitar un salón de recreación como tal. El saloncito de ping pong no es suficiente.,Deberían habilitar un salón de recreación como tal. El saloncito de ping pong no es suficiente.,"['deberían', 'habilitar', 'salón', 'recreación', 'tal', 'saloncito', 'ping', 'pong', 'suficiente']","['deber', 'habilitar', 'salón', 'recreación', 'saloncito', 'ping', 'pong', 'suficiente']",Positivo,82.48%,6,estudio
SEDE 7,FACULTAD 4,INGENIERIA 21,Deberían hacer actividades en las que pueda. Participar todos los del centro universitario y no del tercer año de carrera hacia delante,Deberían hacer actividades en las que pueda. Participar todos los del centro universitario y no del tercer año de carrera hacia delante,"['deberían', 'hacer', 'actividades', 'pueda', 'participar', 'centro', 'universitario', 'tercer', 'año', 'carrera', 'hacia', 'delante']","['deber', 'actividad', 'participar', 'centro', 'universitario', 'tercer', 'año', 'carrero']",Positivo,63.36%,7,acceso
SEDE 1,FACULTAD 3,LICENCIATURA 10,Deberían mejorar el proceso de matrícula vía internet,Deberían mejorar el proceso de matrícula vía internet,"['deberían', 'mejorar', 'proceso', 'matrícula', 'vía', 'internet']","['deber', 'mejorar', 'proceso', 'matrícula', 'vía', 'internet']",Positivo,87.49%,7,acceso
SEDE 7,FACULTAD 5,LICENCIATURA 27,Deberían mejorar los servicios de internet por lo demás el centro regional es excelente,Deberían mejorar los servicios de internet por lo demás el centro regional es excelente,"['deberían', 'mejorar', 'servicios', 'internet', 'demás', 'centro', 'regional', 'excelente']","['deber', 'mejorar', 'servicio', 'internet', 'centro', 'regional', 'excelente']",Positivo,89.06%,7,acceso
SEDE 1,FACULTAD 5,LICENCIATURA 22,"Deberian permitir dar ciertas clases en linea, ya que presenciales son poco eficientes","Deberian permitir dar ciertas clases en linea, ya que presenciales son poco eficientes","['deberian', 'permitir', 'dar', 'ciertas', 'clases', 'linea', 'presenciales', 'eficientes']","['deberiar', 'permitir', 'clase', 'line', 'presencial', 'eficiente']",Positivo,51.43%,3,wifi
SEDE 1,FACULTAD 2,INGENIERIA 12,deberían poner la centros para sacar copia,deberían poner la centros para sacar copia,"['deberían', 'poner', 'centros', 'sacar', 'copia']","['deber', 'centro', 'sacar', 'copia']",Positivo,55.10%,1,laboratorio
SEDE 1,FACULTAD 3,LICENCIATURA 09,"Deberían poner más iluminación en el campus, ya que para los estudiantes del turno nocturno es peligroso al momento de salir de clase","Deberían poner más iluminación en el campus, ya que para los estudiantes del turno nocturno es peligroso al momento de salir de clase","['deberían', 'poner', 'iluminación', 'campus', 'estudiantes', 'turno', 'nocturno', 'peligroso', 'momento', 'salir', 'clase']","['deber', 'iluminación', 'campus', 'estudiante', 'turno', 'nocturno', 'peligroso', 'momento', 'salir', 'clase']",Positivo,56.81%,7,acceso
SEDE 1,FACULTAD 2,INGENIERIA 08,Deberían poner mas salones 24/7,Deberían poner mas salones 24/7,"['deberían', 'poner', 'mas', 'salones']","['deber', 'salón']",Positivo,56.21%,7,acceso
SEDE 2,FACULTAD 2,INGENIERIA 08,Deberían poner techos en los estacionamientos para que no les de el sol o para cuando llueve no mojarnos y muchos menos las laptos,Deberían poner techos en los estacionamientos para que no les de el sol o para cuando llueve no mojarnos y muchos menos las laptos,"['deberían', 'poner', 'techos', 'estacionamientos', 'sol', 'llueve', 'mojarnos', 'menos', 'laptos']","['deber', 'techo', 'estacionamiento', 'sol', 'llover', 'mojarno', 'lapto']",Positivo,82.48%,4,
SEDE 1,FACULTAD 4,LICENCIATURA 19,"deberían poner una opción de no aplica, no se usó, etc,","deberían poner una opción de no aplica, no se usó, etc,","['deberían', 'poner', 'opción', 'aplica', 'usó', 'etc']","['deber', 'opción', 'aplico', 'usar', 'etc']",Positivo,78.11%,7,acceso
SEDE 1,FACULTAD 4,LICENCIATURA 15,Deberían realizar mejor los comunicados,Deberían realizar mejor los comunicados,"['deberían', 'realizar', 'mejor', 'comunicados']","['deber', 'comunicado']",Positivo,56.21%,7,acceso
SEDE 7,FACULTAD 1,INGENIERIA 01,Deberían recti----ar que todos los equipos funcionan proyector y computadoras ya que estuvimos todo un semestre sin poder utilizar al 100 % el proyector en nuestro salón.,Deberían recti----ar que todos los equipos funcionan proyector y computadoras ya que estuvimos todo un semestre sin poder utilizar al 100 % el proyector en nuestro salón.,"['deberían', 'rectiar', 'equipos', 'funcionan', 'proyector', 'computadoras', 'semestre', 'poder', 'utilizar', 'proyector', 'salón']","['deber', 'rectiar', 'equipo', 'funcionar', 'proyector', 'computadora', 'semestrar', 'utilizar', 'proyector', 'salón']",Positivo,49.82%,4,
SEDE 1,FACULTAD 5,LICENCIATURA 23,deberian ser virtuales las clases,deberian ser virtuales las clases,"['deberian', 'ser', 'virtuales', 'clases']","['deberiar', 'virtual', 'clase']",Positivo,56.24%,6,estudio
SEDE 1,FACULTAD 4,INGENIERIA 19,Deberian tener comidas mas variadas en la cafeteria,Deberian tener comidas mas variadas en la cafeteria,"['deberian', 'tener', 'comidas', 'mas', 'variadas', 'cafeteria']","['deberiar', 'comida', 'variado', 'cafeterio']",Positivo,78.12%,0,variedad
SEDE 1,FACULTAD 1,INGENIERIA 06,Deberían tener instalaciones de descanso para los estudiantes,Deberían tener instalaciones de descanso para los estudiantes,"['deberían', 'tener', 'instalaciones', 'descanso', 'estudiantes']","['deber', 'instalación', 'descanso', 'estudiant']",Positivo,82.48%,2,
SEDE 1,FACULTAD 4,INGENIERIA 21,Deberían tener más centros de fotocopiado en el ----,Deberían tener más centros de fotocopiado en el ----,"['deberían', 'tener', 'centros', 'fotocopiado']","['deber', 'centro', 'fotocopiado']",Positivo,78.11%,7,acceso
SEDE 7,FACULTAD 5,LICENCIATURA 23,Deberian tener mas variedad en la cafeteria (nocturna),Deberian tener mas variedad en la cafeteria (nocturna),"['deberian', 'tener', 'mas', 'variedad', 'cafeteria', 'nocturna']","['deberiar', 'variedad', 'cafeterio', 'nocturno']",Positivo,78.12%,0,variedad
SEDE 1,FACULTAD 3,LICENCIATURA 08,Deberían tener rutas de transporte más amplias. Solamente hasta San Miguelito se queda corto. Hay muchos estudiantes que van hacia los lados de Tocumen y Chorrera,Deberían tener rutas de transporte más amplias. Solamente hasta San Miguelito se queda corto. Hay muchos estudiantes que van hacia los lados de Tocumen y Chorrera,"['deberían', 'tener', 'rutas', 'transporte', 'amplias', 'solamente', 'san', 'miguelito', 'queda', 'corto', 'estudiantes', 'van', 'hacia', 'lados', 'tocumen', 'chorrera']","['deber', 'ruta', 'transporte', 'amplio', 'san', 'miguelito', 'quedar', 'corto', 'estudiantes', 'lado', 'tocumen', 'chorrera']",Positivo,85.41%,2,
SEDE 7,FACULTAD 1,LICENCIATURA 04,Decoración dentro del área del comedor.,Decoración dentro del área del comedor.,"['decoración', 'dentro', 'área', 'comedor']","['decoración', 'área', 'comedor']",Positivo,56.21%,4,
SEDE 1,FACULTAD 2,TÉCNICO 03,Dedicar un espacio físico para descanso,Dedicar un espacio físico para descanso,"['dedicar', 'espacio', 'físico', 'descanso']","['dedicar', 'espacio', 'físico', 'descanso']",Positivo,70.83%,6,estudio
SEDE 8,FACULTAD 1,INGENIERIA 01,defisciencia en los equipos en el aula de clases,defisciencia en los equipos en el aula de clases,"['defisciencia', 'equipos', 'aula', 'clases']","['defiscienciar', 'equipo', 'aular', 'clase']",Positivo,56.24%,0,variedad
SEDE 1,FACULTAD 5,LICENCIATURA 22,"Demasiada inseguridad en las paradas de bus de la Universidad, especialmente para los que tenemos que traer equipos como laptops a la Universidad.","Demasiada inseguridad en las paradas de bus de la Universidad, especialmente para los que tenemos que traer equipos como laptops a la Universidad.","['demasiada', 'inseguridad', 'paradas', 'bus', 'universidad', 'especialmente', 'traer', 'equipos', 'laptops', 'universidad']","['demasiado', 'inseguridad', 'parado', 'bus', 'universidad', 'especialmente', 'traer', 'equipo', 'laptops', 'universidad']",Positivo,69.64%,3,wifi
SEDE 1,FACULTAD 1,INGENIERIA 01,"Demasiados conos en la calle, que quitan espacios de estacionamientos","Demasiados conos en la calle, que quitan espacios de estacionamientos","['demasiados', 'conos', 'calle', 'quitan', 'espacios', 'estacionamientos']","['demasiado', 'cono', 'calle', 'quitar', 'espacio', 'estacionamiento']",Positivo,78.10%,2,
SEDE 1,FACULTAD 4,INGENIERIA 21,"Dependiendo de la ubicación, el Internet es bastante lento. Ocurre en la mayoría del edificio.","Dependiendo de la ubicación, el Internet es bastante lento. Ocurre en la mayoría del edificio.","['dependiendo', 'ubicación', 'internet', 'bastante', 'lento', 'ocurre', 'mayoría', 'edificio']","['depender', 'ubicación', 'internet', 'lento', 'ocurrir', 'mayoría', 'edificio']",Positivo,78.10%,4,
SEDE 8,FACULTAD 5,LICENCIATURA 20,"Deporte:implementar mas actividades deportivas como el basquetbol, baseball, futbol.","Deporte:implementar mas actividades deportivas como el basquetbol, baseball, futbol.","['deporte', 'implementar', 'mas', 'actividades', 'deportivas', 'basquetbol', 'baseball', 'futbol']","['deporte', 'implementar', 'actividad', 'deportivo', 'basquetbol', 'baseball', 'futbol']",Positivo,78.12%,4,
