SEDE,FACULTAD,CARRERA,OBSERVACIONES,OBSERVACIONES,TEXTO_TOKEN,LEMMA,SENTIMIENTO,SCORE,TOPIC,name_topic
SEDE 1,FACULTAD 3,INGENIERIA 15,Deberían construir un edificio de estacionamientos,Deberían construir un edificio de estacionamientos,"['deberían', 'construir', 'edificio', 'estacionamientos']","['deber', 'construir', 'edificio', 'estacionamiento']",Neutral,45.33%,5,wifi
SEDE 6,FACULTAD 1,INGENIERIA 01,Deberían crear más espacios de recreación o por lo menos para estudiar.,Deberían crear más espacios de recreación o por lo menos para estudiar.,"['deberían', 'crear', 'espacios', 'recreación', 'menos', 'estudiar']","['deber', 'crear', 'espacio', 'recreación', 'estudiar']",Neutral,66.54%,6,
SEDE 1,FACULTAD 3,INGENIERIA 15,Deberían de construir parkings especí----os para los estudiantes,Deberían de construir parkings especí----os para los estudiantes,"['deberían', 'construir', 'parkings', 'especíos', 'estudiantes']","['deber', 'construir', 'parking', 'especío', 'estudiant']",Neutral,78.10%,6,
SEDE 2,FACULTAD 4,INGENIERIA 19,deberían de haber más estacionamiento bajo techo,deberían de haber más estacionamiento bajo techo,"['deberían', 'haber', 'estacionamiento', 'bajo', 'techo']","['deber', 'estacionamiento', 'techo']",Neutral,44.76%,6,
SEDE 1,FACULTAD 3,LICENCIATURA 08,Deberian de reemplazar los proyectores de los salones ya que los que estan estan averiados y es dificil como estudiante poder apreciar las presentaciones que se proyectan en las mismas,Deberian de reemplazar los proyectores de los salones ya que los que estan estan averiados y es dificil como estudiante poder apreciar las presentaciones que se proyectan en las mismas,"['deberian', 'reemplazar', 'proyectores', 'salones', 'estan', 'estan', 'averiados', 'dificil', 'estudiante', 'poder', 'apreciar', 'presentaciones', 'proyectan', 'mismas']","['deberiar', 'reemplazar', 'proyector', 'salón', 'averiado', 'dificil', 'estudiante', 'apreciar', 'presentación', 'proyectar']",Neutral,51.78%,2,
SEDE 1,FACULTAD 3,LICENCIATURA 08,Deberían expandir el area del internet,Deberían expandir el area del internet,"['deberían', 'expandir', 'area', 'internet']","['deber', 'expandir', 'area', 'internet']",Neutral,44.81%,6,
SEDE 1,FACULTAD 3,LICENCIATURA 10,Deberian haber centro de copias en todos los edificios,Deberian haber centro de copias en todos los edificios,"['deberian', 'haber', 'centro', 'copias', 'edificios']","['deberiar', 'centrar', 'copia', 'edificio']",Neutral,53.12%,7,
SEDE 6,FACULTAD 2,TÉCNICO 05,Deberían haber más espacio en los estacionamientos,Deberían haber más espacio en los estacionamientos,"['deberían', 'haber', 'espacio', 'estacionamientos']","['deber', 'espacio', 'estacionamiento']",Neutral,78.11%,6,
SEDE 1,FACULTAD 3,LICENCIATURA 10,"Deberian haber mas espacios donde los estudiantes puedan descansar, areas comunes","Deberian haber mas espacios donde los estudiantes puedan descansar, areas comunes","['deberian', 'haber', 'mas', 'espacios', 'estudiantes', 'puedan', 'descansar', 'areas', 'comunes']","['deberiar', 'espacio', 'estudiant', 'poder', 'descansar', 'area', 'común']",Neutral,42.84%,6,
SEDE 1,FACULTAD 3,INGENIERIA 14,deberian habilitar los salones las 2 semanas ya que ademas de semestrales hay profesores que Tambien colocan proyectos finales,deberian habilitar los salones las 2 semanas ya que ademas de semestrales hay profesores que Tambien colocan proyectos finales,"['deberian', 'habilitar', 'salones', 'semanas', 'ademas', 'semestrales', 'profesores', 'tambien', 'colocan', 'proyectos', 'finales']","['deberiar', 'habilitar', 'salón', 'semana', 'semestral', 'profesor', 'colocar', 'proyecto', 'final']",Neutral,53.58%,6,
SEDE 1,FACULTAD 2,INGENIERIA 07,Deberian hacer la U 24/7 para la semana ANTES de examenes semestrales,Deberian hacer la U 24/7 para la semana ANTES de examenes semestrales,"['deberian', 'hacer', 'semana', 'examenes', 'semestrales']","['deberiar', 'semana', 'examen', 'semestral']",Neutral,39.60%,0,
SEDE 1,FACULTAD 3,INGENIERIA 15,Deberían hacer un área para estacionamientos,Deberían hacer un área para estacionamientos,"['deberían', 'hacer', 'área', 'estacionamientos']","['deber', 'área', 'estacionamiento']",Neutral,78.10%,6,
SEDE 1,FACULTAD 1,INGENIERIA 01,Deberían hacer un censo y sectorizar por área los estacionamientos según sea la facultad.,Deberían hacer un censo y sectorizar por área los estacionamientos según sea la facultad.,"['deberían', 'hacer', 'censo', 'sectorizar', 'área', 'estacionamientos', 'según', 'facultad']","['deber', 'censo', 'sectorizar', 'área', 'estacionamiento', 'facultad']",Neutral,82.48%,6,
SEDE 1,FACULTAD 5,INGENIERIA 23,Deberían hacer un equipo de fútbol,Deberían hacer un equipo de fútbol,"['deberían', 'hacer', 'equipo', 'fútbol']","['deber', 'equipo', 'fútbol']",Neutral,70.77%,4,laboratorio
SEDE 1,FACULTAD 3,LICENCIATURA 08,Deberian implementar salones para uno descansar entre horas,Deberian implementar salones para uno descansar entre horas,"['deberian', 'implementar', 'salones', 'descansar', 'horas']","['deberiar', 'implementar', 'salón', 'descansar', 'hora']",Neutral,37.61%,7,
SEDE 1,FACULTAD 2,INGENIERIA 08,"Deberían invertir más en el equipo de laboratorios, si no están dañados no existen.","Deberían invertir más en el equipo de laboratorios, si no están dañados no existen.","['deberían', 'invertir', 'equipo', 'laboratorios', 'dañados', 'existen']","['deber', 'invertir', 'equipo', 'laboratorio', 'dañado']",Neutral,64.79%,4,laboratorio
SEDE 1,FACULTAD 4,LICENCIATURA 19,deberían mejorar el wifi ya que muchas veces es dí----il el acceso al mismo,deberían mejorar el wifi ya que muchas veces es dí----il el acceso al mismo,"['deberían', 'mejorar', 'wifi', 'muchas', 'veces', 'díil', 'acceso', 'mismo']","['deber', 'mejorar', 'wifi', 'díil', 'acceso']",Neutral,41.64%,6,
SEDE 3,FACULTAD 5,LICENCIATURA 22,Deberian permitir el wifi en 2 dispositivos como maximo,Deberian permitir el wifi en 2 dispositivos como maximo,"['deberian', 'permitir', 'wifi', 'dispositivos', 'maximo']","['deberiar', 'permitir', 'wifi', 'dispositivo', 'maximo']",Neutral,62.49%,5,wifi
SEDE 1,FACULTAD 4,INGENIERIA 17,Deberían poner algo más en las áreas recreativas,Deberían poner algo más en las áreas recreativas,"['deberían', 'poner', 'áreas', 'recreativas']","['deber', 'área', 'recreativa']",Neutral,70.78%,5,wifi
SEDE 1,FACULTAD 5,LICENCIATURA 20,Deberían poner una opción de no he utilizado este servicio o algo así,Deberían poner una opción de no he utilizado este servicio o algo así,"['deberían', 'poner', 'opción', 'utilizado', 'servicio', 'así']","['deber', 'opción', 'utilizado', 'servicio']",Neutral,82.48%,7,
SEDE 1,FACULTAD 4,LICENCIATURA 15,Deberían ser un poco más rápidos en los que es la atención al estudiante,Deberían ser un poco más rápidos en los que es la atención al estudiante,"['deberían', 'ser', 'rápidos', 'atención', 'estudiante']","['deber', 'rápir', 'atención', 'estudiante']",Neutral,78.09%,0,
SEDE 8,FACULTAD 3,INGENIERIA 15,deberían tener áreas de esparcimiento,deberían tener áreas de esparcimiento,"['deberían', 'tener', 'áreas', 'esparcimiento']","['deber', 'área', 'esparcimiento']",Neutral,78.11%,7,
SEDE 8,FACULTAD 1,INGENIERIA 01,Deberían tener mas áreas para recesos,Deberían tener mas áreas para recesos,"['deberían', 'tener', 'mas', 'áreas', 'recesos']","['deber', 'área', 'receso']",Neutral,48.97%,3,
SEDE 1,FACULTAD 3,LICENCIATURA 09,"Deberian tener mejor plani----acion para asignar aulas de clases. A la carrera de gestion administrativa, se le cambio 3 veces de aula en 1 semestre, incluso de edificio.","Deberian tener mejor plani----acion para asignar aulas de clases. A la carrera de gestion administrativa, se le cambio 3 veces de aula en 1 semestre, incluso de edificio.","['deberian', 'tener', 'mejor', 'planiacion', 'asignar', 'aulas', 'clases', 'carrera', 'gestion', 'administrativa', 'cambio', 'veces', 'aula', 'semestre', 'incluso', 'edificio']","['deberiar', 'planiacion', 'asignar', 'aula', 'clase', 'carrero', 'gestion', 'administrativo', 'cambio', 'aula', 'semestre', 'edificio']",Neutral,59.90%,0,
SEDE 6,FACULTAD 3,LICENCIATURA 10,"Deberían tener un salón de conferencias mucho más grande, sin tener que utilizar la biblioteca","Deberían tener un salón de conferencias mucho más grande, sin tener que utilizar la biblioteca","['deberían', 'tener', 'salón', 'conferencias', 'grande', 'tener', 'utilizar', 'biblioteca']","['deber', 'salón', 'conferencia', 'utilizar', 'biblioteca']",Neutral,34.66%,3,
SEDE 7,FACULTAD 3,LICENCIATURA 10,Deberían vender frutas en la cafetería y promover comida más sana,Deberían vender frutas en la cafetería y promover comida más sana,"['deberían', 'vender', 'frutas', 'cafetería', 'promover', 'comida', 'sana']","['deber', 'vender', 'fruta', 'cafetería', 'promover', 'comida', 'sano']",Neutral,63.73%,1,comida
SEDE 1,FACULTAD 5,LICENCIATURA 23,debido a la seguridad del wifi hay tareas y proyectos que no podemos completar en clase,debido a la seguridad del wifi hay tareas y proyectos que no podemos completar en clase,"['debido', 'seguridad', 'wifi', 'tareas', 'proyectos', 'podemos', 'completar', 'clase']","['seguridad', 'wifi', 'tarea', 'proyecto', 'completar', 'clase']",Neutral,49.21%,3,
SEDE 1,FACULTAD 4,INGENIERIA 20,Dedicar un espacio para los estudiantes cuando están realizando proyectos grandes y que se necesite trabajar hasta tarde y se requiera espacio,Dedicar un espacio para los estudiantes cuando están realizando proyectos grandes y que se necesite trabajar hasta tarde y se requiera espacio,"['dedicar', 'espacio', 'estudiantes', 'realizando', 'proyectos', 'grandes', 'necesite', 'trabajar', 'tarde', 'requiera', 'espacio']","['dedicar', 'espacio', 'estudiant', 'realizar', 'proyecto', 'necesitar', 'trabajar', 'requerir', 'espacio']",Neutral,66.20%,6,
SEDE 1,FACULTAD 2,TÉCNICO 05,Dejar las cajas hasta las 9 Pm aun que sea para comprar el boleto del bus muchos somos del grupo nocturno.,Dejar las cajas hasta las 9 Pm aun que sea para comprar el boleto del bus muchos somos del grupo nocturno.,"['dejar', 'cajas', 'aun', 'comprar', 'boleto', 'bus', 'grupo', 'nocturno']","['dejar', 'caja', 'comprar', 'boleto', 'bus', 'grupo', 'nocturno']",Neutral,57.47%,0,
SEDE 1,FACULTAD 3,INGENIERIA 15,demasiado salones con problemas del cable hdmi para el proyector,demasiado salones con problemas del cable hdmi para el proyector,"['demasiado', 'salones', 'problemas', 'cable', 'hdmi', 'proyector']","['salón', 'problema', 'cable', 'hdmi', 'proyector']",Neutral,85.41%,2,
SEDE 1,FACULTAD 4,INGENIERIA 20,Dentro de las estructuras de los edificios no llega bien la señal de telefonías,Dentro de las estructuras de los edificios no llega bien la señal de telefonías,"['dentro', 'estructuras', 'edificios', 'llega', 'bien', 'señal', 'telefonías']","['estructura', 'edificio', 'llegar', 'señal', 'telefonía']",Neutral,62.50%,5,wifi
SEDE 8,FACULTAD 1,INGENIERIA 01,Dentro de todo tienen buena atención para con los estudiantes,Dentro de todo tienen buena atención para con los estudiantes,"['dentro', 'buena', 'atención', 'estudiantes']","['atención', 'estudiant']",Neutral,37.50%,0,
SEDE 1,FACULTAD 2,INGENIERIA 08,"Desempeñó adecuado, de las actividad extracurriculares","Desempeñó adecuado, de las actividad extracurriculares","['desempeñó', 'adecuado', 'actividad', 'extracurriculares']","['desempeñar', 'adecuado', 'actividad', 'extracurricular']",Neutral,51.57%,6,
SEDE 1,FACULTAD 5,LICENCIATURA 21,deshabilitar el bloqueo a diferentes paginas y aplicaciones móviles a las que no se pueden acceder mientras se usa el internet de la universidad,deshabilitar el bloqueo a diferentes paginas y aplicaciones móviles a las que no se pueden acceder mientras se usa el internet de la universidad,"['deshabilitar', 'bloqueo', 'diferentes', 'paginas', 'aplicaciones', 'móviles', 'pueden', 'acceder', 'mientras', 'usa', 'internet', 'universidad']","['deshabilitar', 'bloqueo', 'pagina', 'aplicación', 'móvil', 'acceder', 'internet', 'universidad']",Neutral,38.92%,7,
SEDE 1,FACULTAD 1,POSTGRADO 31,Destinar una área de estacionamientos para el campus,Destinar una área de estacionamientos para el campus,"['destinar', 'área', 'estacionamientos', 'campus']","['destinar', 'área', 'estacionamiento', 'campus']",Neutral,42.26%,5,wifi
SEDE 1,FACULTAD 3,LICENCIATURA 11,Diferentes puntos de copiadoras en los edificios,Diferentes puntos de copiadoras en los edificios,"['diferentes', 'puntos', 'copiadoras', 'edificios']","['punto', 'copiadora', 'edificio']",Neutral,70.81%,5,wifi
SEDE 1,FACULTAD 5,LICENCIATURA 22,Di----ll comunicarse via telefonica en algunas ocaciones.,Di----ll comunicarse via telefonica en algunas ocaciones.,"['dill', 'comunicarse', 'via', 'telefonica', 'ocaciones']","['dill', 'comunicar él', 'via', 'telefonico', 'ocación']",Neutral,12.50%,0,
SEDE 4,FACULTAD 5,LICENCIATURA 22,disponer a los estudiantes de un sitio cercano de fotocopias,disponer a los estudiantes de un sitio cercano de fotocopias,"['disponer', 'estudiantes', 'sitio', 'cercano', 'fotocopias']","['disponer', 'estudiante', 'sitio', 'cercano', 'fotocopias']",Neutral,70.79%,7,
SEDE 1,FACULTAD 5,LICENCIATURA 23,Disponibilidad a la hora de utilizar redes como eventos,Disponibilidad a la hora de utilizar redes como eventos,"['disponibilidad', 'hora', 'utilizar', 'redes', 'eventos']","['disponibilidad', 'horo', 'utilizar', 'red', 'evento']",Neutral,82.48%,2,
SEDE 1,FACULTAD 3,LICENCIATURA 11,Disponibilidad de atención en psicología para estudiantes de la noche,Disponibilidad de atención en psicología para estudiantes de la noche,"['disponibilidad', 'atención', 'psicología', 'estudiantes', 'noche']","['disponibilidad', 'atención', 'psicología', 'estudiante', 'noche']",Neutral,82.49%,0,
SEDE 7,FACULTAD 1,INGENIERIA 01,Disponibilidad de equipo (Proyector y Computadoras),Disponibilidad de equipo (Proyector y Computadoras),"['disponibilidad', 'equipo', 'proyector', 'computadoras']","['disponibilidad', 'equipo', 'proyector', 'computadora']",Neutral,82.49%,4,laboratorio
SEDE 2,FACULTAD 5,LICENCIATURA 27,Disponibilidad de equipo (Proyector y Computadoras).,Disponibilidad de equipo (Proyector y Computadoras).,"['disponibilidad', 'equipo', 'proyector', 'computadoras']","['disponibilidad', 'equipo', 'proyector', 'computadora']",Neutral,82.49%,4,laboratorio
SEDE 1,FACULTAD 5,INGENIERIA 23,Disponibilidad de equipo (Proyector y Computadoras).,Disponibilidad de equipo (Proyector y Computadoras).,"['disponibilidad', 'equipo', 'proyector', 'computadoras']","['disponibilidad', 'equipo', 'proyector', 'computadora']",Neutral,82.49%,4,laboratorio
SEDE 8,FACULTAD 3,INGENIERIA 15,Disponibilidad de equipo (Proyector y Computadoras). algunos no funcionan,Disponibilidad de equipo (Proyector y Computadoras). algunos no funcionan,"['disponibilidad', 'equipo', 'proyector', 'computadoras', 'funcionan']","['disponibilidad', 'equipo', 'proyector', 'computadora', 'funcionar']",Neutral,85.41%,4,laboratorio
SEDE 8,FACULTAD 3,LICENCIATURA 08,Disponibilidad de equipo en buena condición,Disponibilidad de equipo en buena condición,"['disponibilidad', 'equipo', 'buena', 'condición']","['disponibilidad', 'equipo', 'condición']",Neutral,53.12%,4,laboratorio
SEDE 1,FACULTAD 1,INGENIERIA 06,Disponibilidad de espacios para los estudiantes que participan en investigaciones,Disponibilidad de espacios para los estudiantes que participan en investigaciones,"['disponibilidad', 'espacios', 'estudiantes', 'participan', 'investigaciones']","['disponibilidad', 'espacio', 'estudiant', 'participar', 'investigación']",Neutral,85.41%,6,
SEDE 1,FACULTAD 4,POSTGRADO 08,DISPONIBILIDAD DE HORARIO FIN DE SEMANA,DISPONIBILIDAD DE HORARIO FIN DE SEMANA,"['disponibilidad', 'horario', 'fin', 'semana']","['disponibilidad', 'horario', 'semana']",Neutral,78.11%,0,
SEDE 1,FACULTAD 5,INGENIERIA 23,Disponibilidad de mejores proyectores y cables para conectar la laptop al proyector,Disponibilidad de mejores proyectores y cables para conectar la laptop al proyector,"['disponibilidad', 'mejores', 'proyectores', 'cables', 'conectar', 'laptop', 'proyector']","['disponibilidad', 'mejor', 'proyector', 'cabl', 'conectar', 'laptop', 'proyector']",Neutral,73.11%,2,
SEDE 7,FACULTAD 3,LICENCIATURA 08,Disponibilidad de Salones y buena organización de como ubicar a la cantidad de estudiantes en salones con respecto a ello.,Disponibilidad de Salones y buena organización de como ubicar a la cantidad de estudiantes en salones con respecto a ello.,"['disponibilidad', 'salones', 'buena', 'organización', 'ubicar', 'cantidad', 'estudiantes', 'salones', 'respecto', 'ello']","['disponibilidad', 'salón', 'organización', 'ubicar', 'cantidad', 'estudiante', 'salón']",Neutral,49.46%,6,
SEDE 1,FACULTAD 5,LICENCIATURA 23,Disponibilidad de Wi-Fi en los laboratorios de informática,Disponibilidad de Wi-Fi en los laboratorios de informática,"['disponibilidad', 'wifi', 'laboratorios', 'informática']","['disponibilidad', 'wifi', 'laboratorio', 'informáticar']",Neutral,69.05%,4,laboratorio
SEDE 1,FACULTAD 5,INGENIERIA 25,Di----ultad para encontrar estacionamiento cercano a la facultad.,Di----ultad para encontrar estacionamiento cercano a la facultad.,"['diultad', 'encontrar', 'estacionamiento', 'cercano', 'facultad']","['diultad', 'encontrar', 'estacionamiento', 'cercano', 'facultad']",Neutral,78.11%,6,
SEDE 1,FACULTAD 3,LICENCIATURA 08,"Divulgación semestrales horarios, etc","Divulgación semestrales horarios, etc","['divulgación', 'semestrales', 'horarios', 'etc']","['divulgación', 'semestral', 'horario', 'etc']",Neutral,62.98%,6,
SEDE 4,FACULTAD 5,LICENCIATURA 22,"Divulgar más información institucional, no solo publicando las actividades que se encuentran en el momento si no motivar a los alumnos a seguir estudiando en la utp mostrando los beneficios o ventajas","Divulgar más información institucional, no solo publicando las actividades que se encuentran en el momento si no motivar a los alumnos a seguir estudiando en la utp mostrando los beneficios o ventajas","['divulgar', 'información', 'institucional', 'solo', 'publicando', 'actividades', 'encuentran', 'momento', 'motivar', 'alumnos', 'seguir', 'estudiando', 'utp', 'mostrando', 'beneficios', 'ventajas']","['divulgar', 'información', 'institucional', 'publicar', 'actividad', 'encontrar', 'momento', 'motivar', 'alumno', 'seguir', 'estudiar', 'utp', 'mostrar', 'beneficio', 'ventaja']",Neutral,61.56%,6,
SEDE 1,FACULTAD 1,INGENIERIA 06,Divulgar más investigación cientí----a para incluir a más jóvenes,Divulgar más investigación cientí----a para incluir a más jóvenes,"['divulgar', 'investigación', 'cientía', 'incluir', 'jóvenes']","['divulgar', 'investigación', 'cientir', 'incluir', 'joven']",Neutral,53.12%,6,
SEDE 1,FACULTAD 5,INGENIERIA 23,Divulgar mejor las posibles actividades extracurriculares en los murales de los edificios,Divulgar mejor las posibles actividades extracurriculares en los murales de los edificios,"['divulgar', 'mejor', 'posibles', 'actividades', 'extracurriculares', 'murales', 'edificios']","['divulgar', 'posible', 'actividad', 'extracurricular', 'mural', 'edificio']",Neutral,62.39%,6,
SEDE 1,FACULTAD 3,POSTGRADO 24,Dos semanas no son suficientes para cubrir algunas materias en postgrado,Dos semanas no son suficientes para cubrir algunas materias en postgrado,"['dos', 'semanas', 'suficientes', 'cubrir', 'materias', 'postgrado']","['semana', 'suficiente', 'cubrir', 'materia', 'postgrado']",Neutral,62.11%,3,
SEDE 3,FACULTAD 2,TÉCNICO 05,Dotar de mayor equipo al laboratorio.,Dotar de mayor equipo al laboratorio.,"['dotar', 'mayor', 'equipo', 'laboratorio']","['dotar', 'equipo', 'laboratorio']",Neutral,70.83%,4,laboratorio
SEDE 1,FACULTAD 4,INGENIERIA 17,Durante la matricula deberia haber la opcion de anular la matricula para conseguir espacios que se vayan abriendo y así. Igual con las solicitudes de matricula sólo se puede hacer una a la vez.,Durante la matricula deberia haber la opcion de anular la matricula para conseguir espacios que se vayan abriendo y así. Igual con las solicitudes de matricula sólo se puede hacer una a la vez.,"['matricula', 'deberia', 'haber', 'opcion', 'anular', 'matricula', 'conseguir', 'espacios', 'vayan', 'abriendo', 'así', 'igual', 'solicitudes', 'matricula', 'sólo', 'puede', 'hacer', 'vez']","['matricula', 'deberio', 'opcion', 'anular', 'matriculo', 'espacio', 'ir', 'abrir', 'solicitud', 'matriculo']",Neutral,45.20%,3,
SEDE 7,FACULTAD 5,LICENCIATURA 23,Echen más chicha a los estudiantes en la cafetería,Echen más chicha a los estudiantes en la cafetería,"['echen', 'chicha', 'estudiantes', 'cafetería']","['echen', 'chicha ', 'estudiante', 'cafetería']",Neutral,46.97%,1,comida
SEDE 1,FACULTAD 5,LICENCIATURA 21,Efectuar un manteminieito y actualizacion a los equipos de laboratorio.,Efectuar un manteminieito y actualizacion a los equipos de laboratorio.,"['efectuar', 'manteminieito', 'actualizacion', 'equipos', 'laboratorio']","['efectuar', 'manteminieito', 'actualizacion', 'equipo', 'laboratorio']",Neutral,70.83%,4,laboratorio
SEDE 1,FACULTAD 4,LICENCIATURA 14,eficiente respuesta a peticiones en línea,eficiente respuesta a peticiones en línea,"['eficiente', 'respuesta', 'peticiones', 'línea']","['eficiente', 'respuesta', 'petición', 'líneo']",Neutral,70.81%,2,
SEDE 1,FACULTAD 3,LICENCIATURA 08,"El  Wifi constantemente se cae, nunca hay seña en las aulas","El  Wifi constantemente se cae, nunca hay seña en las aulas","['wifi', 'constantemente', 'cae', 'nunca', 'seña', 'aulas']","['wifi', 'constantemente', 'caer', 'señar', 'aula']",Neutral,82.50%,5,wifi
SEDE 8,FACULTAD 3,LICENCIATURA 10,"El acceso a internet es lento, para la realización de exportaciones e investigaciones en las aulas de clase.","El acceso a internet es lento, para la realización de exportaciones e investigaciones en las aulas de clase.","['acceso', 'internet', 'lento', 'realización', 'exportaciones', 'investigaciones', 'aulas', 'clase']","['acceso', 'internet', 'lento', 'realización', 'exportación', 'investigación', 'aula', 'clase']",Neutral,37.55%,5,wifi
SEDE 7,FACULTAD 3,INGENIERIA 15,"El acceso a la red WIFI, es algo inconsistente, muchas veces cambia de edificio en edificio, y hay otros días en los que no nos permite entrar a la misma.","El acceso a la red WIFI, es algo inconsistente, muchas veces cambia de edificio en edificio, y hay otros días en los que no nos permite entrar a la misma.","['acceso', 'red', 'wifi', 'inconsistente', 'muchas', 'veces', 'cambia', 'edificio', 'edificio', 'días', 'permite', 'entrar', 'misma']","['acceso', 'red', 'wifi', 'inconsistente', 'cambiar', 'edificio', 'edificio', 'permitir', 'entrar']",Neutral,53.54%,5,wifi
SEDE 1,FACULTAD 3,LICENCIATURA 10,"El actual menu no me parece variado para los estudiantes, deberian agregar otras proteinas y arreglar las proporciones, deberian ser ms grandes","El actual menu no me parece variado para los estudiantes, deberian agregar otras proteinas y arreglar las proporciones, deberian ser ms grandes","['actual', 'menu', 'parece', 'variado', 'estudiantes', 'deberian', 'agregar', 'proteinas', 'arreglar', 'proporciones', 'deberian', 'ser', 'grandes']","['actual', 'menu', 'variado', 'estudiante', 'deberiar', 'agregar', 'proteina', 'arreglar', 'proporción', 'deberiar']",Neutral,31.18%,1,comida
SEDE 1,FACULTAD 1,INGENIERIA 01,el aire a veces se apagaba en los salones de ----,el aire a veces se apagaba en los salones de ----,"['aire', 'veces', 'apagaba', 'salones']","['aire', 'apagar', 'salón']",Neutral,78.12%,0,
SEDE 1,FACULTAD 3,LICENCIATURA 08,"El aire accondicionado de los salones de estudio, solo permanece en abanico y no es comodo estudiar asi.","El aire accondicionado de los salones de estudio, solo permanece en abanico y no es comodo estudiar asi.","['aire', 'accondicionado', 'salones', 'estudio', 'solo', 'permanece', 'abanico', 'comodo', 'estudiar', 'asi']","['aire', 'accondicionado', 'salón', 'estudio', 'permanecer', 'abanico', 'comodo', 'estudiar']",Neutral,45.12%,3,
SEDE 1,FACULTAD 2,TÉCNICO 05,El aire del salón 4-201 no funciona correctamente,El aire del salón 4-201 no funciona correctamente,"['aire', 'salón', 'funciona', 'correctamente']","['aire', 'salón', 'funcionar', 'correctamente']",Neutral,82.49%,0,
SEDE 1,FACULTAD 3,LICENCIATURA 10,El aire del salón donde daba clases tenia problemas.,El aire del salón donde daba clases tenia problemas.,"['aire', 'salón', 'daba', 'clases', 'tenia', 'problemas']","['aire', 'salón', 'dar', 'clase', 'tenio', 'problema']",Neutral,37.16%,0,
SEDE 1,FACULTAD 3,INGENIERIA 15,el aire goteó las ultimas clases,el aire goteó las ultimas clases,"['aire', 'goteó', 'ultimas', 'clases']","['aire', 'gotear', 'ultimas', 'clase']",Neutral,70.82%,0,
SEDE 3,FACULTAD 5,LICENCIATURA 27,El ancho de banda del wi-fi institucional,El ancho de banda del wi-fi institucional,"['ancho', 'banda', 'wifi', 'institucional']","['ancho', 'banda', 'wifi', 'institucional']",Neutral,55.92%,4,laboratorio
SEDE 6,FACULTAD 1,LICENCIATURA 04,"El área de cafeteria no se debería permitir para estudiar o sociabilizar, sólo para comer y no ocupar espacio.","El área de cafeteria no se debería permitir para estudiar o sociabilizar, sólo para comer y no ocupar espacio.","['área', 'cafeteria', 'debería', 'permitir', 'estudiar', 'sociabilizar', 'sólo', 'comer', 'ocupar', 'espacio']","['área', 'cafeterio', 'deber', 'permitir', 'estudiar', 'sociabilizar', 'comer', 'ocupar', 'espacio']",Neutral,57.74%,6,
SEDE 1,FACULTAD 3,LICENCIATURA 09,El área de fotocopia cierra muy temprano para los estudiantes nocturnos,El área de fotocopia cierra muy temprano para los estudiantes nocturnos,"['área', 'fotocopia', 'cierra', 'temprano', 'estudiantes', 'nocturnos']","['área', 'fotocopio', 'cerrar', 'estudiante', 'nocturnos']",Neutral,62.46%,6,
SEDE 1,FACULTAD 1,INGENIERIA 01,"El area de trabajo de la biblioteca, solo permiten 3 grupos de 6, y esa area es bien util, para trabajos en grupos; si existieran mas areas asi, seria excelente","El area de trabajo de la biblioteca, solo permiten 3 grupos de 6, y esa area es bien util, para trabajos en grupos; si existieran mas areas asi, seria excelente","['area', 'trabajo', 'biblioteca', 'solo', 'permiten', 'grupos', 'area', 'bien', 'util', 'trabajos', 'grupos', 'existieran', 'mas', 'areas', 'asi', 'seria', 'excelente']","['areo', 'trabajo', 'biblioteca', 'permitir', 'grupo', 'areo', 'util', 'trabajo', 'grupo', 'existir', 'areas', 'serio', 'excelente']",Neutral,75.44%,6,
SEDE 1,FACULTAD 5,LICENCIATURA 21,El bienestar estudiantil muy poco conocimiento tienen los estudiantes lastimosamente no me pudieron ayudar con el apoyo económico de pasaje. Lo que sí resaltó es la buena voluntad de la licenciada,El bienestar estudiantil muy poco conocimiento tienen los estudiantes lastimosamente no me pudieron ayudar con el apoyo económico de pasaje. Lo que sí resaltó es la buena voluntad de la licenciada,"['bienestar', 'estudiantil', 'conocimiento', 'estudiantes', 'lastimosamente', 'pudieron', 'ayudar', 'apoyo', 'económico', 'pasaje', 'resaltó', 'buena', 'voluntad', 'licenciada']","['bienestar', 'estudiantil', 'conocimiento', 'estudiant', 'lastimosamente', 'poder', 'ayudar', 'apoyo', 'económico', 'pasaje', 'resaltar', 'voluntad', 'licenciado']",Neutral,33.13%,6,
SEDE 6,FACULTAD 5,LICENCIATURA 22,El carnet debería ser utilizado para saber quienes son estudiantes y quienes son público en general que están en las instalaciones,El carnet debería ser utilizado para saber quienes son estudiantes y quienes son público en general que están en las instalaciones,"['carnet', 'debería', 'ser', 'utilizado', 'saber', 'estudiantes', 'público', 'general', 'instalaciones']","['carnet', 'deber', 'utilizar', 'estudiante', 'público', 'general', 'instalación']",Neutral,54.63%,3,
SEDE 1,FACULTAD 3,LICENCIATURA 08,El centro de copiado estaba cerrado muy temprano para los que estamos matriculados en la noche,El centro de copiado estaba cerrado muy temprano para los que estamos matriculados en la noche,"['centro', 'copiado', 'cerrado', 'temprano', 'matriculados', 'noche']","['centro', 'copiado', 'cerrado', 'matriculado', 'noche']",Neutral,42.58%,3,
